ts,close_price,asset
2026-09-02 09:30:00-04:00,496.2341003417969,MSFT
2026-09-02 09:31:00-04:00,496.864990234375,MSFT
2026-09-02 09:32:00-04:00,496.0,MSFT
2026-09-02 09:33:00-04:00,497.7900085449219,MSFT
2026-09-02 09:34:00-04:00,497.2850036621094,MSFT
2026-09-02 09:35:00-04:00,497.9200134277344,MSFT
2026-09-02 09:36:00-04:00,496.010009765625,MSFT
2026-09-02 09:37:00-04:00,495.70001220703125,MSFT
2026-09-02 09:38:00-04:00,496.1499938964844,MSFT
2026-09-02 09:39:00-04:00,495.9599914550781,MSFT
2026-09-02 09:40:00-04:00,496.3900146484375,MSFT
2026-09-02 09:41:00-04:00,495.6050109863281,MSFT
2026-09-02 09:42:00-04:00,496.23199462890625,MSFT
2026-09-02 09:43:00-04:00,496.4784851074219,MSFT
2026-09-02 09:44:00-04:00,496.5,MSFT
2026-09-02 09:45:00-04:00,496.9800109863281,MSFT
2026-09-02 09:46:00-04:00,497.5299987792969,MSFT
2026-09-02 09:47:00-04:00,497.80499267578125,MSFT
2026-09-02 09:48:00-04:00,498.3349914550781,MSFT
2026-09-02 09:49:00-04:00,498.852294921875,MSFT
2026-09-02 09:50:00-04:00,499.0050048828125,MSFT
2026-09-02 09:51:00-04:00,498.364990234375,MSFT
2026-09-02 09:52:00-04:00,497.8949890136719,MSFT
2026-09-02 09:53:00-04:00,497.80499267578125,MSFT
2026-09-02 09:54:00-04:00,497.54010009765625,MSFT
2026-09-02 09:55:00-04:00,497.2250061035156,MSFT
2026-09-02 09:56:00-04:00,497.6600036621094,MSFT
2026-09-02 09:57:00-04:00,498.0950012207031,MSFT
2026-09-02 09:58:00-04:00,498.2200012207031,MSFT
2026-09-02 09:59:00-04:00,498.5350036621094,MSFT
2026-09-02 10:00:00-04:00,497.7049865722656,MSFT
2026-09-02 10:01:00-04:00,497.3399963378906,MSFT
2026-09-02 10:02:00-04:00,497.4200134277344,MSFT
2026-09-02 10:03:00-04:00,497.42999267578125,MSFT
2026-09-02 10:04:00-04:00,497.6400146484375,MSFT
2026-09-02 10:05:00-04:00,497.8999938964844,MSFT
2026-09-02 10:06:00-04:00,497.9100036621094,MSFT
2026-09-02 10:07:00-04:00,498.0,MSFT
2026-09-02 10:08:00-04:00,498.1177978515625,MSFT
2026-09-02 10:09:00-04:00,497.6099853515625,MSFT
2026-09-02 10:10:00-04:00,498.20001220703125,MSFT
2026-09-02 10:11:00-04:00,498.5,MSFT
2026-09-02 10:12:00-04:00,498.5574951171875,MSFT
2026-09-02 10:13:00-04:00,498.70001220703125,MSFT
2026-09-02 10:14:00-04:00,498.8599853515625,MSFT
2026-09-02 10:15:00-04:00,498.55999755859375,MSFT
2026-09-02 10:16:00-04:00,498.17999267578125,MSFT
2026-09-02 10:17:00-04:00,497.7200927734375,MSFT
2026-09-02 10:18:00-04:00,497.7262878417969,MSFT
2026-09-02 10:19:00-04:00,497.7349853515625,MSFT
2026-09-02 10:20:00-04:00,497.9700012207031,MSFT
2026-09-02 10:21:00-04:00,497.8699951171875,MSFT
2026-09-02 10:22:00-04:00,498.1600036621094,MSFT
2026-09-02 10:23:00-04:00,498.3399963378906,MSFT
2026-09-02 10:24:00-04:00,497.8323059082031,MSFT
2026-09-02 10:25:00-04:00,497.7200012207031,MSFT
2026-09-02 10:26:00-04:00,498.135009765625,MSFT
2026-09-02 10:27:00-04:00,498.0425109863281,MSFT
2026-09-02 10:28:00-04:00,497.8550109863281,MSFT
2026-09-02 10:29:00-04:00,497.7900085449219,MSFT
2026-09-02 10:30:00-04:00,497.8500061035156,MSFT
2026-09-02 10:31:00-04:00,497.25,MSFT
2026-09-02 10:32:00-04:00,497.20001220703125,MSFT
2026-09-02 10:33:00-04:00,496.82501220703125,MSFT
2026-09-02 10:34:00-04:00,497.2300109863281,MSFT
2026-09-02 10:35:00-04:00,497.0899963378906,MSFT
2026-09-02 10:36:00-04:00,497.3299865722656,MSFT
2026-09-02 10:37:00-04:00,497.43499755859375,MSFT
2026-09-02 10:38:00-04:00,497.1300048828125,MSFT
2026-09-02 10:39:00-04:00,497.5790100097656,MSFT
2026-09-02 10:40:00-04:00,497.6908874511719,MSFT
2026-09-02 10:41:00-04:00,497.67999267578125,MSFT
2026-09-02 10:42:00-04:00,497.64129638671875,MSFT
2026-09-02 10:43:00-04:00,497.7699890136719,MSFT
2026-09-02 10:44:00-04:00,497.95001220703125,MSFT
