ts,close_price,asset
2026-09-02 09:30:00-04:00,458.510009765625,AMD
2026-09-02 09:31:00-04:00,458.69000244140625,AMD
2026-09-02 09:32:00-04:00,459.8500061035156,AMD
2026-09-02 09:33:00-04:00,458.989990234375,AMD
2026-09-02 09:34:00-04:00,458.2712097167969,AMD
2026-09-02 09:35:00-04:00,457.4100036621094,AMD
2026-09-02 09:36:00-04:00,457.8299865722656,AMD
2026-09-02 09:37:00-04:00,458.1199951171875,AMD
2026-09-02 09:38:00-04:00,458.5799865722656,AMD
2026-09-02 09:39:00-04:00,459.989990234375,AMD
2026-09-02 09:40:00-04:00,459.7300109863281,AMD
2026-09-02 09:41:00-04:00,461.293701171875,AMD
2026-09-02 09:42:00-04:00,461.2149963378906,AMD
2026-09-02 09:43:00-04:00,458.6000061035156,AMD
2026-09-02 09:44:00-04:00,458.635009765625,AMD
2026-09-02 09:45:00-04:00,458.7200012207031,AMD
2026-09-02 09:46:00-04:00,457.54998779296875,AMD
2026-09-02 09:47:00-04:00,458.42999267578125,AMD
2026-09-02 09:48:00-04:00,457.6199951171875,AMD
2026-09-02 09:49:00-04:00,457.0899963378906,AMD
2026-09-02 09:50:00-04:00,457.3399963378906,AMD
2026-09-02 09:51:00-04:00,456.0198974609375,AMD
2026-09-02 09:52:00-04:00,455.1099853515625,AMD
2026-09-02 09:53:00-04:00,454.1499938964844,AMD
2026-09-02 09:54:00-04:00,453.34368896484375,AMD
2026-09-02 09:55:00-04:00,453.32501220703125,AMD
2026-09-02 09:56:00-04:00,453.9599914550781,AMD
2026-09-02 09:57:00-04:00,452.8500061035156,AMD
2026-09-02 09:58:00-04:00,452.989990234375,AMD
2026-09-02 09:59:00-04:00,453.19000244140625,AMD
2026-09-02 10:00:00-04:00,453.2300109863281,AMD
2026-09-02 10:01:00-04:00,453.2539978027344,AMD
2026-09-02 10:02:00-04:00,453.5299987792969,AMD
2026-09-02 10:03:00-04:00,452.8999938964844,AMD
2026-09-02 10:04:00-04:00,453.7950134277344,AMD
2026-09-02 10:05:00-04:00,454.4100036621094,AMD
